vendor_name,partner_detail_id,thea_id,po_fill_rate_qty_level,po_fill_rate_ucode_level,on_time_delivery_rate,median_lead_time,perfect_order_rate,expired_near_expiry_items_received,damaged_items_received,pr_count
ITC Limited,20771,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Millennium Medisolutions Private Limited,774,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Midas Care Pharmaceuticals Private Limited,2877,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MSN LABORATORIES PRIVATE LIMITED,7661,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MIHIR ENTERPRISES,168,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LAKSHMI PHARMA,785,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LUCKY PHARMA LOGISTICS PRIVATE LIMITED,31847,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MEDICOS HEALTHCARE - A unit of D.C. Agencies Private Limited,7065,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MARICO LIMITED,2210,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MAHADEV MEDICAL,95,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MAHAVEER MEDICARE,2737,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LAKSHMI ASSOCIATES,1995,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
INDIAN DRUG DISTRIBUTORS PVT. LTD.,100,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
INBIOS INDIA,37316,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I M HEALTHCARE PRIVATE LIMITED,3444,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MERCK SPECIALITIES PRIVATE LIMITED,2614,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GENERAL DRUG PVT LTD,60,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MOHAR MEDICAL AGENCIES,49,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EXCEL WAVES FORMULATION,1089,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Meet Agencies,51,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CUREMED PHARMA,69,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NUTS PHARMA,159,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P VISHRAM DISTRIBUTORS PVT LTD,42,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
P. M.DISTRIBUTORS,41,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PARESH PHARMACEUTICAL DISTRIBUTORS,40,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PAVIT HORMONE POINT,768,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Agarwal Pharmaceuticals,813,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00
JAYSHREE ENTERPRISES,787,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
MADAN MEDICAL AGENCIES,1997,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00
SHRI KANHAYYA AGENCY,755,th224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHREE ASHTA VINAYAK ENTERPRISES,8324,th402,100.00,100.00,100.00,9.00,100.00,0.00,0.00,0.00
AVIGHNA MEDICARE PRIVATE LIMITED,32663,th402,100.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00
 MERHAKI FOODS AND NUTRITION PRIVATE LIMITED,91890,th402,100.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00
SHREE SIMBA CHEMIST - MUMBAI (AWSPL),3566,th402,100.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00
VARDHMAN HEALTH SPECIALITIES PRIVATE LIMITED,108943,th402,100.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00
VARDHMAN HEALTH SPECIALITIES PRIVATE LIMITED,108756,th402,100.00,100.00,100.00,0.00,100.00,0.00,0.00,0.00
ANNAPOORNESHWARI PHARMA,1334,th402,100.00,76.39,96.38,1.00,51.32,0.00,0.00,8.00
SAMARTH LIFE SCIENCES PRIVATE LIMITED,30548,th402,100.00,90.91,100.00,1.00,66.67,0.00,0.00,1.00
UNIVERSAL NUTRISCIENCE PRIVATE LIMITED,37098,th402,98.47,70.00,100.00,4.20,16.67,0.00,0.00,0.00
E.C. Agencies - A unit of Ascent Wellness and Pharma Solutions Private Limited,29157,th402,98.44,100.00,100.00,1.00,100.00,0.00,0.00,1.00
UBIK SOLUTIONS PRIVATE LIMITED (Ethinext pharma),8015,th402,98.26,66.67,100.00,3.00,0.00,0.00,0.00,0.00
MAHENDRA DISTRIBUTORS,12743,th402,96.15,94.44,61.11,2.00,50.00,0.00,0.00,0.00
SHAH AND KOTHARI BROTHERS,1500,th402,90.39,80.00,100.00,6.00,66.67,0.00,0.00,0.00
MANGALAM ENTERPRISES,4638,th402,89.46,91.80,97.32,2.00,67.50,0.00,0.00,9.00
Oddity Healthcare Private Limited,30248,th402,88.37,33.33,100.00,6.00,42.86,0.00,0.00,0.00
MILAP INTERNATIONAL,30388,th402,86.82,80.71,97.37,1.70,54.90,0.00,0.00,2.00
NAKODA PHARMA DISTRIBUTORS,2353,th402,85.30,81.78,96.66,1.60,52.94,0.00,0.00,7.00
Matrix Healthcare,11051,th402,84.25,75.00,75.00,7.00,57.14,0.00,0.00,0.00
FOCUS MEDISALES PVT LTD,38012,th402,84.15,69.02,100.00,1.00,44.23,0.00,0.00,37.00
CADILA PHARMACEUTICALS LTD,31392,th402,82.65,67.35,100.00,8.10,20.00,0.00,0.00,3.00
MEHUL AGENCIES,1349,th402,81.79,83.30,92.28,2.00,58.22,0.00,0.00,41.00
SWS PHARMA,9002,th402,81.72,85.56,97.01,2.00,51.95,0.00,0.00,4.00
MEDIHAUXE HEALTHCARE PRIVATE LIMITED,32511,th402,81.11,100.00,66.67,1.00,28.57,0.00,0.00,0.00
HEALTHSERV PHARMA AND IMPLANTS,30387,th402,81.02,89.29,84.29,2.00,60.00,0.00,0.00,0.00
SRI PARSHVA PHARMA DISTRIBUTORS PRIVATE LIMITED,12135,th402,80.75,74.06,100.00,1.00,49.09,2.00,0.00,58.00
Abbott Healthcare Private Limited,2036,th402,80.43,68.42,86.00,4.00,15.00,0.00,0.00,14.00
MANOJ AND CO,32580,th402,80.23,81.82,95.11,1.00,56.92,0.00,0.00,0.00
MARUTHI AND COMPANY,1352,th402,80.18,79.06,99.28,2.00,45.25,0.00,0.00,44.00
GIRNAR PHARMACEUTICALS,38178,th402,78.60,71.28,90.50,2.00,24.73,0.00,0.00,20.00
ABBOTT INDIA LIMITED,2132,th402,78.26,86.67,79.36,4.60,36.36,0.00,0.00,9.00
MAHAVEER MEDI SALES PVT LTD,1355,th402,77.78,80.09,99.80,1.00,47.86,0.00,0.00,129.00
A K SALES,99189,th402,76.45,84.75,100.00,5.00,33.33,0.00,0.00,0.00
MEHUL PHARMA,2857,th402,75.25,79.13,95.89,2.00,41.70,405.00,0.00,117.00
ZUVENTUS HEALTHCARE LIMITED,38070,th402,75.00,100.00,100.00,1.00,50.00,0.00,0.00,0.00
Tynor Orthotics Private Limited,3582,th402,74.51,84.62,100.00,3.00,0.00,0.00,0.00,0.00
MANKIND PHARMA LIMITED  ( KUMBALGODU ),8699,th402,74.08,74.82,100.00,6.00,25.00,0.00,0.00,20.00
SONY PHARMACEUTICALS,1343,th402,73.81,60.23,80.84,3.00,31.76,0.00,0.00,5.00
SREE LAKSHMI PHARMAA,6472,th402,73.08,71.41,90.54,2.40,32.58,0.00,0.00,8.00
HEEV PHARMA LLP,29843,th402,72.24,67.39,75.31,8.00,17.65,0.00,0.00,0.00
PHARMAX DISTRIBUTORS,30386,th402,72.16,73.68,97.85,2.00,42.42,0.00,0.00,0.00
SHRI PHARMA ASSOCIATES,1738,th402,70.91,61.52,93.39,1.00,22.67,0.00,0.00,3.00
BAYER ZYDUS PHARMA PVT LTD,1946,th402,68.70,81.82,100.00,2.00,46.15,0.00,0.00,0.00
RSM PHARMA PRIVATE LIMITED,9620,th402,67.88,74.25,95.19,2.00,45.00,0.00,0.00,84.00
ZYDUS HEALTHCARE LIMITED,29947,th402,67.40,71.90,50.55,9.00,6.25,0.00,0.00,23.00
DINESH PHARMA SALES,32666,th402,66.71,73.49,81.52,3.00,28.03,0.00,0.00,46.00
BHOJANI PHARMA PRIVATE LIMITED,69656,th402,66.67,100.00,0.00,6.00,0.00,0.00,0.00,0.00
MANOHAR PHARMA,1353,th402,66.27,70.83,83.20,3.00,41.35,0.00,0.00,5.00
VARDHMAN MEDISALES PRIVATE LIMITED,38049,th402,65.57,64.53,99.24,1.00,45.13,0.00,0.00,17.00
VIJAYA MEDICALS,1336,th402,65.57,62.86,55.23,5.00,3.77,0.00,0.00,8.00
HI-5 PHARMA,49749,th402,64.81,80.60,100.00,4.00,66.67,0.00,0.00,3.00
Meyer Organics Private Limited,2856,th402,64.63,69.77,86.67,4.00,0.00,0.00,0.00,15.00
E Mega Mart India (Ethinext Pharma),6803,th402,64.17,70.59,100.00,7.00,54.55,0.00,0.00,1.00
JAIN PHARMACEUTICALS,1737,th402,64.10,75.19,97.43,1.00,42.86,0.00,0.00,18.00
DR REDDYS LABORATORIES LIMITED,2682,th402,63.67,75.99,99.53,5.00,12.00,0.00,0.00,31.00
MERCURY AGENCIES,1347,th402,63.47,66.01,86.40,2.00,34.23,0.00,0.00,38.00
VPI MEDISALES - A UNIT OF ASCENT  WELLNESS AND PHARMA  SOLUTIONS PRIVATE LIMITED,31971,th402,62.98,62.59,89.67,7.00,17.61,124.00,0.00,97.00
NAVKAR PHARMA,1736,th402,62.29,64.09,81.58,3.00,38.10,0.00,0.00,0.00
AVENUES PHARMA DISTRIBUTORS PRIVATE LIMITED,2377,th402,62.21,68.07,90.26,2.00,22.88,0.00,0.00,97.00
KAASHVI ENTERPRISES,29481,th402,61.88,100.00,80.00,6.00,40.00,0.00,0.00,0.00
VIMAL AGENCIES,2358,th402,61.60,66.82,82.32,4.00,29.67,0.00,0.00,3.00
SREEKAR PHARMA,1383,th402,61.25,83.33,100.00,3.30,16.67,0.00,0.00,0.00
LOREAL INDIA PRIVATE LIMITED,32689,th402,60.89,83.33,100.00,1.00,25.00,0.00,0.00,0.00
MEDLINE DISTRIBUTORS,2030,th402,60.75,70.96,80.25,3.10,15.29,0.00,0.00,8.00
SUJAL PHARMA,1339,th402,59.32,65.73,81.49,5.00,10.53,0.00,0.00,3.00
SRI AMARESHWARA PHARMA,1382,th402,58.50,65.64,90.20,4.00,4.44,0.00,0.00,4.00
CIPLA PHARMA AND LIFE SCIENCES LIMITED,90849,th402,56.61,39.58,64.29,1.00,0.00,0.00,0.00,0.00
SANOFI INDIA LIMITED,59954,th402,52.78,50.65,86.41,5.00,7.14,0.00,0.00,2.00
BOEHRINGER INGELHEIM INDIA PRIVATE LIMITED,6882,th402,51.88,100.00,100.00,6.00,33.33,0.00,0.00,0.00
MYCO GENERICS,45514,th402,51.51,61.35,80.32,4.00,10.00,20.00,0.00,6.00
Piramal Pharma Limited,30175,th402,50.06,66.67,98.58,4.00,0.00,0.00,0.00,6.00
MAHAJAN AND CO,1356,th402,49.53,64.38,77.05,5.00,8.11,0.00,0.00,1.00
AKNA MEDICAL PRIVATE LIMITED,30001,th402,49.29,35.26,78.08,3.00,33.33,0.00,0.00,0.00
PHOENIX PHARMA,41995,th402,49.17,61.46,82.56,6.00,13.24,0.00,0.00,36.00
MEDI SALES AGENCIES PVT. LTD,31147,th402,49.12,75.69,66.16,6.00,12.28,0.00,0.00,19.00
KALOR TRADING COMPANY,31411,th402,48.85,40.00,66.67,1.00,16.67,0.00,0.00,0.00
HIMALAYA WELLNESS COMPANY,31867,th402,47.92,60.00,100.00,2.00,33.33,0.00,0.00,1.00
R V ENTERPRISES,8959,th402,46.74,67.86,100.00,0.00,0.00,0.00,0.00,0.00
Beiersdorf India Private Limited,3570,th402,46.67,75.00,30.43,13.00,20.00,0.00,0.00,0.00
Mayur Agency,2579,th402,45.84,41.67,83.87,6.00,0.00,0.00,0.00,1.00
Deergh Ayurveda,12348,th402,44.32,66.67,0.00,10.00,0.00,0.00,0.00,0.00
Primeloop,6804,th402,44.13,73.33,100.00,1.00,33.33,0.00,0.00,1.00
RIMOX MARKETING,1404,th402,43.41,46.91,63.69,6.00,7.81,0.00,0.00,17.00
SRI SAI PHARMA,2928,th402,43.06,50.31,91.14,2.00,28.57,0.00,0.00,0.00
WELLNESS INDIA,37850,th402,42.19,65.43,45.90,11.30,14.29,0.00,0.00,0.00
NOBEL HYGIENE PRIVATE LIMITED,32626,th402,41.22,81.25,100.00,7.00,10.00,0.00,0.00,0.00
S B PHARMACEUTICALS,1344,th402,40.38,81.82,89.47,2.00,28.74,0.00,0.00,8.00
ESSAR PHARMA,1947,th402,38.37,64.29,73.91,6.00,0.00,0.00,0.00,2.00
Bantom Laboratories Private Limited,30360,th402,37.98,80.00,67.35,2.00,13.64,0.00,0.00,1.00
ZYDUS WELLNESS PRODUCTS LTD.,2466,th402,37.90,58.33,100.00,1.00,0.00,0.00,0.00,1.00
Avighna Medicare Private Limited,9250,th402,37.72,59.65,100.00,0.00,0.00,0.00,0.00,0.00
ZYDUS LIFESCIENCES LIMITED,29876,th402,37.18,72.22,90.91,1.00,11.11,0.00,0.00,0.00
MAHAVEER MEDICARE,3829,th402,35.91,70.67,100.00,4.00,40.00,0.00,0.00,0.00
Shree Sudha Distributors,3542,th402,33.90,68.97,97.18,6.00,7.69,0.00,0.00,1.00
SAI CHAITANYA MEDUR,1398,th402,33.00,62.50,100.00,1.00,33.33,0.00,0.00,2.00
AKNA MEDICAL PRIVATE LIMITED,37508,th402,32.65,15.79,100.00,1.00,0.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED - KOLKATA,30242,th402,32.50,42.86,100.00,0.00,0.00,0.00,0.00,0.00
MEDI 365 LLP,1350,th402,31.74,51.85,91.67,2.50,47.50,0.00,0.00,0.00
CONNECT DISTRIBUTORS,32261,th402,27.90,60.87,100.00,5.00,0.00,0.00,0.00,0.00
BHAGAVAN PHARMACEUTICALS,1362,th402,18.04,37.05,97.17,6.00,16.67,0.00,0.00,18.00
HASMUKH AGENCY,1724,th402,17.82,42.11,76.00,4.00,0.00,0.00,0.00,0.00
ARYAH TRADING CORPORATION,1461,th402,17.02,30.43,81.58,6.00,0.00,0.00,0.00,1.00
Amazon Distributors Private Limited,30164,th402,16.31,29.03,23.08,1.00,0.00,0.00,0.00,0.00
FOURS PHARMA,1360,th402,12.00,33.33,100.00,8.00,20.00,0.00,0.00,1.00
AMRUTANJAN HEALTH CARE LIMITED,31813,th402,7.91,35.71,100.00,2.00,0.00,0.00,0.00,0.00
INTELLIGENT RETAIL PRIVATE LIMITED,13149,th402,5.84,10.00,100.00,1.00,0.00,0.00,0.00,0.00
BRINTON PHARMACEUTICALS LTD.,7675,th402,2.97,22.22,100.00,6.00,0.00,0.00,0.00,0.00
VARDHMAN HEALTH SPECIALITIES PRIVATE LIMITED,32510,th402,1.88,7.79,100.00,1.00,50.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED,37485,th402,0.85,8.82,100.00,1.00,0.00,0.00,0.00,0.00
WOCKHARDT LIMITED,11356,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VARDHMAN HEALTH SPECIALITIES PRIVATE LIMITED (AR-AMD),37641,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VARDHMAN HEALTH SPECIALITIES PRIVATE LIMITED,108786,th402,0.00,0.00,100.00,0.00,0.00,0.00,0.00,1.00
AKNA MEDICAL PRIVATE LIMITED,37504,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BIOCON BIOLOGICS INDIA LIMITED,1722,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED,37516,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED (RANCHI),37001,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MAA AMBIKA PHARMA PRIVATE LIMITED,32203,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALNICHE LIFESCIENCES PRIVATE LIMITED,9295,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VARDHMAN HEALTH SPECIALITIES PRIVATE LTD,119961,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KNOLL HEALTHCARE PRIVATE LIMITED,6437,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PULSE PHARMACEUTICALS PVT LTD,8424,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HEXAGON NUTRITION PRIVATE LIMITED,2166,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
USV PRIVATE LIMITED,1726,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED,7506,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MERCK SPECIALITIES PRIVATE LIMITED,2595,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
UNIVERSAL CORPORATION LTD,9545,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BE WELL HOSPITAL PHARMACY,110376,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Skites Pharma Private Limited,9251,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bhagavati Marketing Corporation,3004,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ascensia Diabetes Care India Private Limited,30463,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHREEJI DISTRIBUTORS PHARMA PVT. LTD.,37512,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HAJRA MEDICAL AGENCY PVT.LTD.,280,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED-JALPAIGURI,37556,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED - NASHIK - JIT,53473,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHREE SIMBA CHEMIST (A UNIT OF AWPSPL)-B2B,3815,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED,120918,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED,37513,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED,37487,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RAJATHA PHARMA,30003,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PARSHVA HEALTHCARE,7695,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VARDHMAN HEALTH SPECIALITIES PVT.LTD - NAGPUR,46221,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED,40194,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MYCO PHARMACEUTICALS,5476,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
EASTERN AGENCIES HEALTHCARE PRIVATE LIMITED,61,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
MODI MUNDI PHARMA PVT LTD,8235,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MSN LABORATORIES PRIVATE LIMITED,7659,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Veerabhadra Agencies,6876,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NOVAESTAR SOLUTIONS PRIVATE LIMITED,107156,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RAPTAKOS BRETT & CO. LTD.,8185,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SAMARTH LIFE SCIENCES PRIVATE LIMITED,6042,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED - RANCHI,36078,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MACLEODS PHARMACEUTICALS LIMITED,2632,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED-VISAKHAPATNAM,101473,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EMAMI LIMITED,2159,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KHIMASIA DRUG AND SURGICAL HOUSE,2804,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Parekh Integrated Services Private Limited,3613,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SERVIER INDIA PRIVATE LIMITED,13764,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Spectrum Distributors,2558,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TORRENT PHARMACEUTICALS LIMITED,32463,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MERHAKI FOODS AND NUTRITION PRIVATE LIMITED,82153,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SRI LAKSHMI VENKATESHWARA ENTERPRISES,1380,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MOXCARE PRODUCTS INC,37292,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VARDHMAN HEALTH SPECIALITIES PRIVATE LIMITED,29998,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VARDHMAN HEALTH SPECIALITIES PRIVATE LIMITED,110576,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VARDHMAN HEALTH SPECIALITIES PRIVATE LIMITED (MR-AMD),37640,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SRI VISHNU PHARMA,10385,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Meditech Inc,2702,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WIN MEDICARE PRIVATE LIMITED,2365,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TREE TOP HEALTH CARE PVT LTD,36991,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MAHENDRA DRUG AGENCIES,1354,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AKNA MEDICAL PRIVATE LIMITED,37486,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ORDAIN HEALTH CARE GLOBAL PRIVATE LIMITED,38229,th402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KALINGA PHARMATECH(A Unit of Ascent Wellness & Pharma Solutions Private Limited),11933,th404,100.00,100.00,100.00,1.00,100.00,199.00,0.00,0.00
Avighna Medicare Private Limited,37111,th404,86.66,91.30,100.00,1.00,66.67,341.00,0.00,265.00
SACHDEVA MEDICALS (U/O AHWSPL) (Prayagraj),30096,th404,74.60,81.82,100.00,0.00,0.00,1094.00,0.00,12.00
SACHDEVA MEDICALS,7825,th404,66.67,66.67,100.00,0.00,50.00,29794.00,0.00,296.00
EASTERN AGENCIES HEALTHCARE PRIVATE LIMITED,61,th404,62.50,33.33,100.00,3.00,25.00,200.00,0.00,1.00
Avighna Medicare Private Limited,9250,th404,61.06,57.14,100.00,0.00,33.33,8866.00,0.00,31.00
Avighna Medicare Private Limited,9288,th404,47.37,50.00,100.00,0.00,50.00,24831.00,0.00,0.00
VARMA MEDICALS (PUDUCHERRY),30682,th404,37.50,25.00,100.00,0.00,16.67,1799.00,0.00,11.00
VPI MEDISALES - A UNIT OF ASCENT  WELLNESS AND PHARMA  SOLUTIONS PRIVATE LIMITED,31971,th404,21.71,24.29,100.00,0.00,33.33,5078.00,0.00,36.00
D C AGENCIES PRIVATE LIMITED,1989,th404,19.62,100.00,100.00,0.00,0.00,1300.00,0.00,0.00
MUTHU PHARMA- A UNIT OF ASCENT WELLNESS AND PHARMA ,31881,th404,6.33,7.67,100.00,1.00,25.00,8073.00,0.00,131.00
ARYAN Wellness (P) Ltd.,1144,th404,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHREE SIMBA CHEMIST - MUMBAI (AWSPL),3566,th404,0.00,0.00,0.00,0.00,0.00,1170.00,0.00,1.00
SRI ALAGU PHARMA (U/O AHWSPL),30509,th404,0.00,0.00,0.00,0.00,0.00,11388.00,0.00,125.00
ASHIRWAD DISTRIBUTORS (A UNIT OF AWPSPL),9983,th404,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D. C. AGENCIES PRIVATE LIMITED (GHAZIPUR),13506,th404,0.00,0.00,0.00,0.00,0.00,35722.00,0.00,284.00
MANKIND PHARMA LIMITED,38082,th404,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),6880,th404,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00
VARMA MEDICALS - PUDUCHERRY (AWSPL),35870,th404,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BALAJI ENTERPRISES,55058,th406,100.00,100.00,100.00,1.00,100.00,99.00,0.00,0.00
MUTHU PHARMA- A UNIT OF ASCENT WELLNESS AND PHARMA ,31881,th406,90.98,1.75,100.00,4.00,33.33,34795.00,0.00,24.00
CHEMI PHARMA DISTRIBUTORS,38097,th406,80.63,100.00,0.00,12.00,0.00,0.00,0.00,0.00
SA PHARMA,31299,th406,70.69,66.67,100.00,0.00,0.00,21190.00,0.00,45.00
GAYASHREE PHARMACUETICALS&SURGICALS,55012,th406,41.97,45.45,100.00,0.00,0.00,786.00,0.00,28.00
J B CHEMICAL & PHARMACEUTICAL LTD,55008,th406,32.41,29.03,100.00,6.00,22.22,5338.00,0.00,43.00
D C AGENCIES PRIVATE LIMITED,1989,th406,24.16,55.94,34.53,7.00,19.23,184802.00,0.00,558.00
SHREE SIMBA CHEMIST - MUMBAI (AWSPL),3566,th406,23.30,38.46,100.00,0.00,0.00,19081.00,0.00,36.00
DR.REDDYS LABORATORIES LTD,38101,th406,18.30,39.62,100.00,0.00,37.50,8320.00,0.00,61.00
M/S BECON DRUG DISTRIBUTORS,38115,th406,17.74,31.25,100.00,0.00,0.00,0.00,0.00,0.00
ARYAN Wellness (P) Ltd.,1144,th406,10.70,23.56,76.14,4.00,7.84,579630.00,0.00,2147.00
SACHDEVA MEDICALS,7825,th406,1.39,1.93,100.00,0.00,0.00,30794.00,0.00,640.00
MILFORD HEALTHCARE,9354,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
THREPSI SOLUTIONS PVT LTD (MR-MUM),3449,th406,0.00,0.00,0.00,0.00,0.00,4377.00,0.00,6.00
INTAS PHARMACEUTICALS LTD.,31206,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WOCKHARDT LIMITED,53603,th406,0.00,0.00,0.00,0.00,0.00,660.00,0.00,11.00
MEDSOL INDIA OVERSEAS PVT.LTD.,31228,th406,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
